course_id,credits,course_name_zh,course_name_en,instructor_zh,instructor_en,department_zh,department_en,time,time_en,location,course_type,language,is_core,changes,notes
046007001,2.0,資通安全管理概論,Introduction to Information Security Management,蕭舜文,HSIAO SHUN-WEN,資安碩,Master Program in Information Security,五56,fri14-16,商館260106,,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/10;,＠備註Note:本課程排除已修習資訊安全領域專業課程學生
046008001,3.0,設計思維與軟體系統專案管理,Design Thinking and Software Project Management,魏綾音,WEI LING-YIN,人智應學士,Bachelor Program in Artificial Intelligence Applications,二678,tue15-18,大勇210102,,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/07/29;,＠備註Note:修課同學需自備筆電
046008011,3.0,設計思維與軟體系統專案管理,Design Thinking and Software Project Management,魏綾音,WEI LING-YIN,人智應學士,Bachelor Program in Artificial Intelligence Applications,五234,fri09-12,資訊140301,,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/19;,＠備註Note:修課同學需自備筆電
046008021,3.0,設計思維與軟體系統專案管理,Design Thinking and Software Project Management,魏綾音,WEI LING-YIN,人智應學士,Bachelor Program in Artificial Intelligence Applications,五D56,fri13-16,資訊140301,,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/19;,＠備註Note:修課同學需自備筆電
070028001,3.0,文字學,Historical Chinese Script,林宏明,LIN HUNG-MING,華文碩程,Master's Program in Teaching Chinese as a Second Language,三D56,wed13-16,百年330305,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:華語文教學學分學程學生修習
070144001,3.0,行銷管理,Marketing Management,白佩玉、陳姿伃,PAI PEI-YU/CHEN TZU-YU,商學院,College of Commerce,二234,tue09-12,寶來科技廳,群/Partially Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/09;,＠備註Note:限「外語專長商管學分學程」修習。第一堂課請務必出席，缺席者請自行退課，先修經濟學一學年和管理學，與000350031合開。
070152001,2.0,臺灣的時空旅行,History of Travel in Taiwan,鄭麗榕,CHENG LI-JUNG,台史所,Graduate Institute of Taiwan History,二78,tue16-18,研究250201,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/07/30;,＠備註Note:N/A
070153001,3.0,財務管理,Financial Management,盧敬植,LU CHING-CHIH,商學院,College of Commerce,一D56,mon13-16,商館260106,群/Partially Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限「外語專長商管學分學程」修習。先修「經濟學」與「初級會計學一學年」。第一堂課請務必出席，加退選原則請詳教學大綱。與000347041合開。
070163021,3.0,商用英文：口語溝通與談判技巧,Business English: Communication  Skills & Negotiation Strategies,胡家榮,CLARENCE DAVIS,商學院,College of Commerce,三D56,wed13-16,逸仙050201,群/Partially Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限「外語專長商管學分學程」修習。第一堂課請務必出席。限大三以上修習。
070167081,3.0,初級會計學（一）,Fundamental Accounting (I),林禹銘,LIN I-MIN,商學院,College of Commerce,二EFG,tue18-21,大勇210206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:程於113.1.4(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。限「外語專長商管學分學程」修習。加簽規則請參照教學大綱，勿來信詢問。第一堂課請務必出席。與000314081合開。
070167091,3.0,初級會計學（一）,Fundamental Accounting (I),林禹銘,LIN I-MIN,商學院,College of Commerce,一EFG,mon18-21,大勇210206,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課程於113.1.4(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。限「外語專長商管學分學程」修習。加簽規則請參照教學大綱，勿來信詢問。第一堂課請務必出席。與000314071合開。
070171011,3.0,選修英文：閱讀與口語訓練（ETP專班）,English Elective:Reading & Oral Training（ETP）,陳綉諭,CHEN HSIU-YU,外文中,Foreign Languages Center,二234,tue09-12,資訊140405,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/24;,＠備註Note:與選修英文一般班合開。本課程為ETP學分學程英語訓練課程，自109學年起不收學分費，除商院外之各院ETP學分學程生優先登記選課(合院編班)，如有餘額開放一般生選課。
070171021,3.0,選修英文：閱讀與口語訓練（ETP專班）,English Elective:Reading & Oral Training（ETP）,陳綉諭,CHEN HSIU-YU,外文中,Foreign Languages Center,五234,fri09-12,國際360301,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/12/02;,＠備註Note:與選修英文一般班合開。本課程為ETP學分學程英語訓練課程，自109學年起不收學分費，除商院外之各院ETP學分學程生優先登記選課(合院編班)，如有餘額開放一般生選課。
070172011,3.0,選修英文：學術聽說訓練（ETP專班）,English Elective: Academic_Listening_&_Speaking（ETP）,黃杏妃,HUANG HSING-FEI,外文中,Foreign Languages Center,五234,fri09-12,研究250306,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:與選修英文一般班合開。本課程為ETP學分學程英語訓練課程，自109學年起不收學分費，除商院外之各院ETP學分學程生優先登記選課(合院編班)，如有餘額開放一般生選課。
070173011,3.0,選修英文：英文寫作（ETP專班）,English Elective:Essay_Writing（ETP）,戚大為,DAVID ARNOLD GERICH,外文中,Foreign Languages Center,三234,wed09-12,研究250202,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/16;,＠備註Note:與選修英文一般班合開。本課程為ETP學分學程英語訓練課程第二年課程，自109學年起不收學分費，除商院外之各院ETP學分學程生優先登記選課(合院編班)，如有餘額開放一般生選課。
070173021,3.0,選修英文：英文寫作（ETP專班）,English Elective:Essay_Writing（ETP）,戚大為,DAVID ARNOLD GERICH,外文中,Foreign Languages Center,五234,fri09-12,研究250202,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:教室異動於2024/09/16;,＠備註Note:與選修英文一般班合開。本課程為ETP學分學程英語訓練課程第二年課程，自109學年起不收學分費，除商院外之各院ETP學分學程生優先登記選課(合院編班)，如有餘額開放一般生選課。
070196001,3.0,跨界實驗室,X Lab,陳文玲,CHEN WEN-LING,創新創造力研究中心,Center for Creativity and Innovation Studies,二D56,tue13-16,創意實驗室,必/Required,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1. 本課不開放電腦選課，欲修同學務必出席第一堂課。2.優先開放人文創新學程學生選課。3.本課至少有六週在金華街公企中心上課，請預先考量通勤時間。
070216001,3.0,傳統精緻藝術再創新－故宮博物院專案實作,Reinnovation of Chinese Classical Arts,吳彥杰,WU YEN-CHIEH,創新創造力研究中心,Center for Creativity and Innovation Studies,三234,wed09-12,創意實驗室,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課號人文創新學程、創新與創造力學程學生優先選課。
070222001,2.0,博物館管理與經營,Museum Management,張駿逸,CHANG JIUNN-YIH,創新創造力研究中心,Center for Creativity and Innovation Studies,三34,wed10-12,綜北270204,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1. 本課號人文創新學程、創新與創造力學程學生優先選課。2. 限大二以上加選。
070225001,3.0,中國文學史,History of Chinese Literature,曾守正,TSENG SHOU-CHENG,創新創造力研究中心,Center for Creativity and Innovation Studies,四234,thu09-12,研究250308,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課號人文創新學程學生優先選課。
070244001,3.0,營運與供應鏈管理,Operations and Supply Chain Management,洪叔民,HORNG SHWU-MIN,商學院,College of Commerce,五567,fri14-17,,群/Partially Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:停開於2024/07/31;,＠備註Note:限外語專長商管學程同學修習，限大三以上學士班修習。與305052001合開。實際上課時間為14：10-17：00
070260001,3.0,創意與設計,Creativity and the Design Process,陳文玲,CHEN WEN-LING,創新創造力研究中心,Center for Creativity and Innovation Studies,一D56,mon13-16,創意實驗室,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1. 本課不開放電腦選課，請欲修習同學第一堂課務必出席。2. 限人文創新學程生加選。
070273001,3.0,東南亞華人文化,Cultures of Ethnic Chinese in Southeast Asia,葉先秦,YEH HSIEN CHIN,宗教所,Graduate Institute of Religious Studies,二D56,tue13-16,百年330108,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070274001,3.0,國際企業管理,International Business Management,蘇威傑,SU WEI-CHIEH,商學院,College of Commerce,五234,fri09-12,炎成創新廳,群/Partially Required,中文,否/No,＠異動資訊Information of alteration:教室異動於2024/09/02;,＠備註Note:限「外語專長商管學分學程」修習。第一堂課請務必出席，缺席者請自行退課，限大三以上修習，先修管理學，與301032001合開。
070281001,2.0,歐洲文化與文明,European Cultures and Civilization,許玉燕,HSU YU-YEN,國務院,College of International Affairs,四78,thu16-18,綜北270206,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限歐盟學分學程學生修習。中文授課，學士班課程。
070282001,3.0,歐盟法導論,Introduction to European Union Law,許耀明,HSU YAO-MING,國務院,College of International Affairs,五567,fri14-17,綜北270301,選/Elective,中文,否/No,＠異動資訊Information of alteration:教室異動於2024/07/29;,＠備註Note:限歐盟學程學生修習。中文授課，學士班課程。
070283001,3.0,國際關係理論,International Relations Theory,黃瓊萩,HUANG CHIUNG-CHIU,國務院,College of International Affairs,四D56,thu13-16,綜合271112,必/Required,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限歐盟學分學程學生修習。英文授課，碩班課程。
070288001,2.0,數位行銷與博物館科技,Digital Marketing and Museum Interactive Technology,李昀叡,LEE YUN-JUI,創新創造力研究中心,Center for Creativity and Innovation Studies,三D5,wed13-15,研究250422,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本課號人文創新學程、創新與創造力學程學生優先選課。
070298001,2.0,族語結構,Grammatical Structure of Taiwanese Aboriginal Languages,李台元,LI TAI-YUAN,民族系,Department of Ethnology,三78,wed16-18,綜南270311,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070300001,2.0,阿美族語（一）,Languages of Taiwan Aborigines – ’Amis (I),朱清義,CHU CHING-I,民族系,Department of Ethnology,一56,mon14-16,綜南270108,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070303001,2.0,排灣族語（一）,Languages of Taiwan Aborigines- Pinayuanan (I),波宏明,PO HUNG-MING,民族系,Department of Ethnology,一78,mon16-18,綜南270208,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070305001,2.0,布農族語（一）,Languages of Taiwan Aborigines-Bunun(I),全正文,CHUAN CHENG-WEN,民族系,Department of Ethnology,二78,tue16-18,綜北270107,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2024/09/12;教室異動於2024/09/12;教師異動於2024/09/26);,＠備註Note:N/A
070307001,3.0,亞太人類學,The Anthropology of the Asia Pacific,江順楠,CHIANG SHUN-NAN,創國學院,International College of Innovation,三78E,wed16-19,綜北270305,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:英文授課/該門課程與英國中央蘭開夏大學Niki Alsford 教授共同授課，上課時間為每週三英國時間早上9-12點 (夏令台灣時間下午16-19點，冬令台灣時間17-20點)。
070313001,3.0,原住民族與國家發展,The Development of Indigenous Peoples and Modern States,陳怡萱、蕭惠中,CHEN YI-SHIUAN/HSIAO HUEI-CHUNG,民族系,Department of Ethnology,二D56,tue13-16,綜南270209,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教師異動於2024/08/06);,＠備註Note:N/A
070322001,3.0,原住民族知識體系,Indigenous people's knowledge system,陳怡萱、蕭惠中,CHEN YI-SHIUAN/HSIAO HUEI-CHUNG,民族系,Department of Ethnology,二234,tue09-12,綜南270209,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教師異動於2024/08/06);,＠備註Note:N/A
070323001,2.0,阿美族語（三）,Amis (Ⅲ),朱清義,CHU CHING-I,民族系,Department of Ethnology,一78,mon16-18,綜南270108,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070325001,2.0,布農族語（三）,Bunun (Ⅲ),全正文,CHUAN CHENG-WEN,民族系,Department of Ethnology,二EF,tue18-20,綜北270107,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:時間異動於2024/09/12;教室異動於2024/09/12;教師異動於2024/09/30);,＠備註Note:N/A
070327001,2.0,排灣族語（三）,Pinayuanan (Ⅲ),波宏明,PO HUNG-MING,民族系,Department of Ethnology,四78,thu16-18,綜南270212,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070329001,2.0,泰雅族語（三）,Atayal(Ⅲ),鄭光博,CHENG KWANG-PO,民族系,Department of Ethnology,二CD,tue12-14,綜南270208,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070335001,2.0,賽夏族語（一）,Languages of Taiwan Aborigines- SaySiyat(I),風英輝,FENG YING-HUI,民族系,Department of Ethnology,一EF,mon18-20,研究250102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070347001,2.0,大文山地方創生與文化傳播,The Practice of Cultural Revitalization and Communication,汪文豪,WANG WEN-HAO,創新創造力研究中心,Center for Creativity and Innovation Studies,一56,mon14-16,綜北270305,選/Elective,中文,否/No,＠異動資訊Information of alteration:教室異動於2024/09/19;,＠備註Note:本課號人文創新學程、創新與創造力學程學生優先選課。
070349001,3.0,調查實務,The Practice of Survey Research,蕭怡靖,HSIAO YI-CHING,選研中心,Election Study Center,二234,tue09-12,綜南270108,必/Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:此課程為資料科學與輿情分析學分學程開設，學程學生享有優先選課權益。
070350001,2.0,教育KAS實務課程,"Education Knowledge, Attitude and Skill Practice Curriculum",陳榮政、詳備註,CHEN JUNG-CHENG/Ref. Note,教育學,College of Education,未定或彈性,,,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:本科目採密集授課，上課地點：韓國高麗大學，上課時間另行公告。授課教師：Sang Min Lee
070352001,2.0,族語教學觀摩與教學實習,Demonstration and Practicum for Teaching Indigenous Languages,高秀玉,KAO HSIU-YU,民族系,Department of Ethnology,三EF,wed18-20,商館260304,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/24;,＠備註Note:N/A
070366001,3.0,台灣文學史,A History of Modern Taiwanese Literature,羅詩雲,LO SHIH-YUN,台文所,Graduate Institute of Taiwanese Literature,二D56,tue13-16,百年330107,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/07/29;,＠備註Note:N/A
070367001,2.0,賽夏族語（三）,Languages of Taiwan Aborigines- SaySiyat(III),風英輝,FENG YING-HUI,民族系,Department of Ethnology,三EF,wed18-20,研究250306,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070371001,3.0,多元文化教育,Multiculturalism and education,李淑菁,LEE SHU-CHING,創新創造力研究中心,Center for Creativity and Innovation Studies,一678,mon15-18,井塘020112,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/07/29;,＠備註Note:本課號人文創新學程、創新與創造力學程學生優先選課。
070372001,2.0,永續、創新與商業模式,"Sustainability, Innovation & Business Model",柯玉佳、張瑜倩,KO YU-CHIA/CHANG YU-CHIEN,創新創造力研究中心,Center for Creativity and Innovation Studies,四56,thu14-16,商館260201,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/08/27;,＠備註Note:1. 本課號人文創新學程學生優先修課。 2. 學碩合開，限大三以上大學部學生加選。3. 人創學程碩士班學生欲修課請寫信予張瑜倩老師。
070374001,3.0,文化導論,Introduction to Culture,林庭瑩,LIN TING-YING,華文碩程,Master's Program in Teaching Chinese as a Second Language,五D56,fri13-16,研究250307,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/16;,＠備註Note:華語文教學學分學程學生修習
070377001,3.0,華僑與雙語教育,Chinese heritage and bilingual education,陳仲妤,CHEN CHUNG-YU,華文碩程,Master's Program in Teaching Chinese as a Second Language,四D56,thu13-16,資訊140207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:華語文教學學分學程學生修習
070378001,3.0,語言學概論,Linguistics,杜容玥,TU JUNG-YUEH,華文碩程,Master's Program in Teaching Chinese as a Second Language,三D56,wed13-16,綜北270207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:華語文教學學分學程學生修習
070379001,3.0,華語教學導論,Introduction to Teaching Mandarin as a Second Language,鍾隆瑋,CHUNG LUNG-WEI,華文碩程,Master's Program in Teaching Chinese as a Second Language,四234,thu09-12,研究250309,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:華語文教學學分學程學生修習
070380001,3.0,大學社會責任PBL課程,USR Project Based Learning,王信實、陳志輝、蔡培元、蘇昱璇,WANG SHINN-SHYR/CHEN JYH-HUEI/TSAI PEI-YUEN/SU YU-HSUAN,社科院,College of Social Sciences,一D56,mon13-16,綜北270306,群/Partially Required,中文/Mandarin,否/No,＠異動資訊Information of alteration:教師異動於2024/08/14);,＠備註Note:請欲修習同學第一堂課務必出席。
070383001,3.0,區域研究—歐盟國際關係研究,Area Studies - International Relations in European Union,蘇卓馨,SU CHO-HSIN,國務院,College of International Affairs,二D56,tue13-16,綜合270915,選/Elective,英文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070392001,3.0,華語教學實習,Chinese Language Teaching Practicum,鄭又寧,CHENG YO-NING,華文碩程,Master's Program in Teaching Chinese as a Second Language,一D56,mon13-16,研究250102,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:華語文教學學分學程學生修習
070393001,3.0,計算思維與人工智慧應用導論,Computational Thinking and Introduction to Artificial Intelligence,陳昭伶,CHEN CHAO-LING,AI中心,Interdisciplinary Artificial Intelligence Center,五234,fri09-12,人偉講堂,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】
070393011,3.0,計算思維與人工智慧應用導論,Computational Thinking and Introduction to Artificial Intelligence,吳致勳,WU CHIH-HSUN,AI中心,Interdisciplinary Artificial Intelligence Center,二234,tue09-12,人偉講堂,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】
070394001,3.0,人工智慧方法與工具,Artificial Intelligence : Methods and Tools,陳昭伶,CHEN CHAO-LING,AI中心,Interdisciplinary Artificial Intelligence Center,四234,thu09-12,資訊140406(微五教室),選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】
070394011,3.0,人工智慧方法與工具,Artificial Intelligence : Methods and Tools,吳怡潔,WU YI-CHIEH,AI中心,Interdisciplinary Artificial Intelligence Center,三234,wed09-12,資訊140406(微五教室),選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】
070394021,3.0,人工智慧方法與工具,Artificial Intelligence : Methods and Tools,吳致勳,WU CHIH-HSUN,AI中心,Interdisciplinary Artificial Intelligence Center,一D56,mon13-16,資訊140406(微五教室),選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】
070395001,3.0,人工智慧實務專題,Special Topics in Artificial Intelligence Applications,吳怡潔、吳致勳、陳昭伶,WU YI-CHIEH/WU CHIH-HSUN/CHEN CHAO-LING,AI中心,Interdisciplinary Artificial Intelligence Center,未定或彈性,,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】本課程上課時間與地點，另以教學大綱公告為準。
070395011,3.0,人工智慧實務專題,Special Topics in Artificial Intelligence Applications,吳怡潔、吳致勳、陳昭伶,WU YI-CHIEH/WU CHIH-HSUN/CHEN CHAO-LING,AI中心,Interdisciplinary Artificial Intelligence Center,六234,sat09-12,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:【人工智慧跨域微學程】本課程上課時間與地點，另以教學大綱公告為準。
070397001,3.0,華語語法與華語特殊句型,Chinese Grammar and Special Constructions in Mandarin Chinese,陳奕勳,CHEN YI-HSUN,華文碩程,Master's Program in Teaching Chinese as a Second Language,二D56,tue13-16,綜南270109,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:華語文教學學分學程學生修習
070398001,3.0,社交與行動媒體,Social and Mobile Media,鄭宇君,CHENG YU-CHUNG,創新創造力研究中心,Center for Creativity and Innovation Studies,三D56,wed13-16,綜南270209,選/Elective,中文,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1.限大三以上選修。2.創新與創造力學分學程學生優先選課
070399001,3.0,人工智慧生成圖像與創造力,Artificial intelligence and visual creativity,李怡志,LI I-CHIH,創新創造力研究中心,Center for Creativity and Innovation Studies,二234,tue09-12,資訊140107,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070400001,2.0,阿美語語法結構,The Syntactic Structure of ’Amis Language,朱清義,CHU CHING-I,民族系,Department of Ethnology,五34,fri10-12,綜南270108,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070401001,1.0,劇本寫作與AI協作,Collaborative Screenwriting with AI,吳彥杰,WU YEN-CHIEH,創新創造力研究中心,Center for Creativity and Innovation Studies,未定或彈性,,,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,"＠備註Note:1.本課為9/4,9/5兩天密集授課(電算微五教室)，授課說明請參見報名表單連結請留意人文創新學程、創新與創造力學程粉專。2.授課完畢後再由助教人工加選。"
070402001,3.0,台日文學名著選讀,英	The study of selected works in Taiwanese and Japanese literature,吳佩珍,WU PEI-CHEN,台文所,Graduate Institute of Taiwanese Literature,一D56,mon13-16,百年330108,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070403001,3.0,雙語溝通能力,Bilingual Communication Skills,吳承翰,WU CHENG-HAN,英文系,Department of English,五234,fri09-12,研究250206,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070404001,3.0,雙語影音媒體溝通,Bilingual Media Communication,吳承翰,WU CHENG-HAN,英文系,Department of English,三D56,wed13-16,學思040306,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
070406001,3.0,雙語與職場應用,Bilingualism and Workplace Applications,楊健威,YANG CHIEN-WEI,英文系,Department of English,四234,thu09-12,研究250201,選/Elective,英文/English,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:N/A
088945001,3.0,基礎文言文,Fundamental Classical Mandarin,陳憶寧,CHEN YI-NING,國合處,Office of International Cooperation,一8EF,mon17-20,商館260315,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:限西點專案生
088946001,3.0,新聞時事,Chinese News,陳憶寧,CHEN YI-NING,國合處,Office of International Cooperation,二CD5,tue12-15,商館260209,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/05;,＠備註Note:限西點專案生
088E01011,3.0,華語-特別班基礎華語,Mandarin Course-Part-time Basic Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,二78E,tue16-19,商館260308,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/13;,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
088E01021,3.0,華語-特別班基礎華語,Mandarin Course-Part-time Basic Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,二78E,tue16-19,商館260309,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/13;,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
088E01031,3.0,華語-特別班基礎華語,Mandarin Course-Part-time Basic Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,二78E,tue16-19,研究250207,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/13;,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
088E01041,3.0,華語-特別班基礎華語,Mandarin Course-Part-time Basic Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,二78E,tue16-19,商館260209,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/13;,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
088E01051,3.0,華語-特別班基礎華語,Mandarin Course-Part-time Basic Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,二78E,tue16-19,商館260204,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:教室異動於2024/09/12;,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
088E01061,3.0,華語-特別班基礎華語,Mandarin Course-Part-time Basic Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,二78E,tue16-19,研究250421,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.課堂抽點名未到逾九小時，該科將以零分計算5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
088E02011,3.0,華語-特別班應用華語,Mandarin Course- Part-time Applied Mandarin,方瑾,FANG CHIN,國合處,Office of International Cooperation,三78E,wed16-19,商館260204,選/Elective,中文/Mandarin,否/No,＠異動資訊Information of alteration:N/A,＠備註Note:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計2.第一堂課務必出席，否則該科將以零分計算，第一堂未到者請自行退選3.不開放加選、加簽4.第一堂課為分班測驗，將依測驗結果公布上課教室5.課堂抽點名未到逾九小時，該科將以零分計算6.分班測驗教室與名單將於開課前公告於國合處首頁，請學生自行上網查看
